Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
Feline dermatophytosis: aspects pertinent to disease management in single and multiple cat situations.,/pubmed/24794038,Moriello K.,J Feline Med Surg. 2014 May;16(5):419-31. doi: 10.1177/1098612X14530215. Review.,J Feline Med Surg.  2014,PubMed,citation,PMID:24794038 | PMCID:PMC4361704,pubmed,24794038,create date:2014/05/06 | first author:Moriello K
Individual subject meta-analysis of parameters for Giardia duodenalis shedding in animal experimental models.,/pubmed/24800229,"Adell AD, Miller WA, Harvey DJ, Van Wormer E, Wuertz S, Conrad PA.",Biomed Res Int. 2014;2014:476142. doi: 10.1155/2014/476142. Epub 2014 Apr 1. Review.,Biomed Res Int.  2014,PubMed,citation,PMID:24800229 | PMCID:PMC3988739,pubmed,24800229,create date:2014/05/07 | first author:Adell AD
Infection control and biosecurity in equine disease control.,/pubmed/24802183,Weese JS.,Equine Vet J. 2014 Nov;46(6):654-60. doi: 10.1111/evj.12295. Epub 2014 Jun 20. Review.,Equine Vet J.  2014,PubMed,citation,PMID:24802183,pubmed,24802183,create date:2014/05/08 | first author:Weese JS
"Contamination of groundwater systems in the US and Canada by enteric pathogens, 1990-2013: a review and pooled-analysis.",/pubmed/24806545,"Hynds PD, Thomas MK, Pintar KD.",PLoS One. 2014 May 7;9(5):e93301. doi: 10.1371/journal.pone.0093301. eCollection 2014. Review.,PLoS One.  2014,PubMed,citation,PMID:24806545 | PMCID:PMC4012953,pubmed,24806545,create date:2014/05/09 | first author:Hynds PD
Erythema multiforme after orf virus infection: a report of two cases and literature review.,/pubmed/24810660,"Joseph RH, Haddad FA, Matthews AL, Maroufi A, Monroe B, Reynolds M.",Epidemiol Infect. 2015 Jan;143(2):385-90. doi: 10.1017/S0950268814000879. Epub 2014 May 8. Review.,Epidemiol Infect.  2015,PubMed,citation,PMID:24810660,pubmed,24810660,create date:2014/05/09 | first author:Joseph RH
Raxibacumab: potential role in the treatment of inhalational anthrax.,/pubmed/24812521,Kummerfeldt CE.,Infect Drug Resist. 2014 Apr 29;7:101-9. doi: 10.2147/IDR.S47305. eCollection 2014. Review.,Infect Drug Resist.  2014,PubMed,citation,PMID:24812521 | PMCID:PMC4011807,pubmed,24812521,create date:2014/05/09 | first author:Kummerfeldt CE
Review of parasitic zoonoses in egypt.,/pubmed/24808742,"Youssef AI, Uga S.",Trop Med Health. 2014 Mar;42(1):3-14. doi: 10.2149/tmh.2013-23. Epub 2014 Feb 11. Review.,Trop Med Health.  2014,PubMed,citation,PMID:24808742 | PMCID:PMC3965843,pubmed,24808742,create date:2014/05/09 | first author:Youssef AI
Human diarrhea infections associated with domestic animal husbandry: a systematic review and meta-analysis.,/pubmed/24812065,"Zambrano LD, Levy K, Menezes NP, Freeman MC.",Trans R Soc Trop Med Hyg. 2014 Jun;108(6):313-25. doi: 10.1093/trstmh/tru056. Epub 2014 May 7. Review.,Trans R Soc Trop Med Hyg.  2014,PubMed,citation,PMID:24812065 | PMCID:PMC4023907,pubmed,24812065,create date:2014/05/09 | first author:Zambrano LD
Current status of rabies and prospects for elimination.,/pubmed/24828901,"Fooks AR, Banyard AC, Horton DL, Johnson N, McElhinney LM, Jackson AC.",Lancet. 2014 Oct 11;384(9951):1389-99. doi: 10.1016/S0140-6736(13)62707-5. Epub 2014 May 11. Review.,Lancet.  2014,PubMed,citation,PMID:24828901,pubmed,24828901,create date:2014/05/16 | first author:Fooks AR
Regulation of proteasomes in prion disease.,/pubmed/24829398,"Zhu T, Hayat Khan S, Zhao D, Yang L.",Acta Biochim Biophys Sin (Shanghai). 2014 Jul;46(7):531-9. doi: 10.1093/abbs/gmu031. Epub 2014 May 14. Review.,Acta Biochim Biophys Sin (Shanghai).  2014,PubMed,citation,PMID:24829398,pubmed,24829398,create date:2014/05/16 | first author:Zhu T
Rabies in nonhuman primates and potential for transmission to humans: a literature review and examination of selected French national data.,/pubmed/24831694,"Gautret P, Blanton J, Dacheux L, Ribadeau-Dumas F, Brouqui P, Parola P, Esposito DH, Bourhy H.",PLoS Negl Trop Dis. 2014 May 15;8(5):e2863. doi: 10.1371/journal.pntd.0002863. eCollection 2014 May. Review. Erratum in: PLoS Negl Trop Dis. 2015 May;9(5):e0003799. ,PLoS Negl Trop Dis.  2014,PubMed,citation,PMID:24831694 | PMCID:PMC4022521,pubmed,24831694,create date:2014/05/17 | first author:Gautret P
Echinococcus granulosus genotypes in Iran.,/pubmed/24834298,"Sharafi SM, Rostami-Nejad M, Moazeni M, Yousefi M, Saneie B, Hosseini-Safa A, Yousofi-Darani H.",Gastroenterol Hepatol Bed Bench. 2014 Spring;7(2):82-8. Review.,Gastroenterol Hepatol Bed Bench.  2014,PubMed,citation,PMID:24834298 | PMCID:PMC4017566,pubmed,24834298,create date:2014/05/17 | first author:Sharafi SM
Making the case for the development of a vaccination against hepatitis E virus.,/pubmed/24836400,"Haffar S, Bazerbachi F, Lake JR.",Liver Int. 2015 Feb;35(2):311-6. doi: 10.1111/liv.12590. Epub 2014 Jun 17. Review.,Liver Int.  2015,PubMed,citation,PMID:24836400,pubmed,24836400,create date:2014/05/20 | first author:Haffar S
Protective immunity against HEV.,/pubmed/24835679,"Huang SJ, Liu XH, Zhang J, Ng MH.",Curr Opin Virol. 2014 Apr;5:1-6. doi: 10.1016/j.coviro.2013.10.003. Epub 2013 Nov 14. Review.,Curr Opin Virol.  2014,PubMed,citation,PMID:24835679,pubmed,24835679,create date:2014/05/20 | first author:Huang SJ
"Severe fever with thrombocytopenia syndrome, an emerging tick-borne zoonosis.",/pubmed/24837566,"Liu Q, He B, Huang SY, Wei F, Zhu XQ.",Lancet Infect Dis. 2014 Aug;14(8):763-772. doi: 10.1016/S1473-3099(14)70718-2. Epub 2014 May 15. Review.,Lancet Infect Dis.  2014,PubMed,citation,PMID:24837566,pubmed,24837566,create date:2014/05/20 | first author:Liu Q
Tick-borne infections of animals and humans: a common ground.,/pubmed/24846527,Baneth G.,Int J Parasitol. 2014 Aug;44(9):591-6. doi: 10.1016/j.ijpara.2014.03.011. Epub 2014 May 15. Review.,Int J Parasitol.  2014,PubMed,citation,PMID:24846527,pubmed,24846527,create date:2014/05/23 | first author:Baneth G
Genetic studies in human prion diseases.,/pubmed/24851016,"Jeong BH, Kim YS.",J Korean Med Sci. 2014 May;29(5):623-32. doi: 10.3346/jkms.2014.29.5.623. Epub 2014 Apr 25. Review.,J Korean Med Sci.  2014,PubMed,citation,PMID:24851016 | PMCID:PMC4024956,pubmed,24851016,create date:2014/05/23 | first author:Jeong BH
Foodborne listeriosis acquired in hospitals.,/pubmed/24846635,"Silk BJ, McCoy MH, Iwamoto M, Griffin PM.",Clin Infect Dis. 2014 Aug 15;59(4):532-40. doi: 10.1093/cid/ciu365. Epub 2014 May 20. Review.,Clin Infect Dis.  2014,PubMed,citation,PMID:24846635,pubmed,24846635,create date:2014/05/23 | first author:Silk BJ
Anthropogenic land use change and infectious diseases: a review of the evidence.,/pubmed/24854248,"Gottdenker NL, Streicker DG, Faust CL, Carroll CR.",Ecohealth. 2014 Dec;11(4):619-32. doi: 10.1007/s10393-014-0941-z. Epub 2014 May 23. Review.,Ecohealth.  2014,PubMed,citation,PMID:24854248,pubmed,24854248,create date:2014/05/24 | first author:Gottdenker NL
The potential of mesenchymal stem cell in prion research.,/pubmed/24854140,"Mediano DR, Sanz-Rubio D, Ranera B, Bolea R, Martín-Burriel I.",Zoonoses Public Health. 2015 May;62(3):165-78. doi: 10.1111/zph.12138. Epub 2014 May 23. Review.,Zoonoses Public Health.  2015,PubMed,citation,PMID:24854140,pubmed,24854140,create date:2014/05/24 | first author:Mediano DR
Major emerging and re-emerging zoonoses in China: a matter of global health and socioeconomic development for 1.3 billion.,/pubmed/24858904,"Liu Q, Cao L, Zhu XQ.",Int J Infect Dis. 2014 Aug;25:65-72. doi: 10.1016/j.ijid.2014.04.003. Epub 2014 May 21. Review.,Int J Infect Dis.  2014,PubMed,citation,PMID:24858904,pubmed,24858904,create date:2014/05/27 | first author:Liu Q
Retrospective and prospective perspectives on zoonotic brucellosis.,/pubmed/24860561,Moreno E.,Front Microbiol. 2014 May 13;5:213. doi: 10.3389/fmicb.2014.00213. eCollection 2014. Review.,Front Microbiol.  2014,PubMed,citation,PMID:24860561 | PMCID:PMC4026726,pubmed,24860561,create date:2014/05/27 | first author:Moreno E
New epidemiology of Staphylococcus aureus infection in Africa.,/pubmed/24861767,"Schaumburg F, Alabi AS, Peters G, Becker K.",Clin Microbiol Infect. 2014 Jul;20(7):589-96. doi: 10.1111/1469-0691.12690. Epub 2014 Jul 12. Review.,Clin Microbiol Infect.  2014,PubMed,citation,PMID:24861767,pubmed,24861767,create date:2014/05/28 | first author:Schaumburg F
Measles-induced encephalitis.,/pubmed/24865261,"Fisher DL, Defres S, Solomon T.",QJM. 2015 Mar;108(3):177-82. doi: 10.1093/qjmed/hcu113. Epub 2014 May 26. Review.,QJM.  2015,PubMed,citation,PMID:24865261,pubmed,24865261,create date:2014/05/29 | first author:Fisher DL
"Current Perspectives on Mycobacterium farcinogenes and Mycobacterium senegalense, the Causal Agents of Bovine Farcy.",/pubmed/24876989,Hamid ME.,Vet Med Int. 2014;2014:247906. doi: 10.1155/2014/247906. Epub 2014 Apr 30. Review.,Vet Med Int.  2014,PubMed,citation,PMID:24876989 | PMCID:PMC4021744,pubmed,24876989,create date:2014/05/31 | first author:Hamid ME
China's sustained drive to eliminate neglected tropical diseases.,/pubmed/24875936,"Yang GJ, Liu L, Zhu HR, Griffiths SM, Tanner M, Bergquist R, Utzinger J, Zhou XN.",Lancet Infect Dis. 2014 Sep;14(9):881-92. doi: 10.1016/S1473-3099(14)70727-3. Epub 2014 May 27. Review.,Lancet Infect Dis.  2014,PubMed,citation,PMID:24875936,pubmed,24875936,create date:2014/05/31 | first author:Yang GJ
Third-degree heart block associated with lyme carditis: review of published cases.,/pubmed/24879781,"Forrester JD, Mead P.",Clin Infect Dis. 2014 Oct;59(7):996-1000. doi: 10.1093/cid/ciu411. Epub 2014 May 30. Review.,Clin Infect Dis.  2014,PubMed,citation,PMID:24879781,pubmed,24879781,create date:2014/06/01 | first author:Forrester JD
From mouth to macrophage: mechanisms of innate immune subversion by Mycobacterium avium subsp. paratuberculosis.,/pubmed/24885748,"Arsenault RJ, Maattanen P, Daigle J, Potter A, Griebel P, Napper S.",Vet Res. 2014 May 15;45:54. doi: 10.1186/1297-9716-45-54. Review.,Vet Res.  2014,PubMed,citation,PMID:24885748 | PMCID:PMC4046017,pubmed,24885748,create date:2014/06/03 | first author:Arsenault RJ
Two cases of autoimmune hemolytic anemia secondary to brucellosis: a review of hemolytic disorders in patients with brucellosis.,/pubmed/24881740,"Eskazan AE, Dal MS, Kaya S, Dal T, Ayyildiz O, Soysal T.",Intern Med. 2014;53(11):1153-8. Epub 2014 Jun 1. Review.,Intern Med.  2014,PubMed,citation,PMID:24881740,pubmed,24881740,create date:2014/06/03 | first author:Eskazan AE
Does Coxiella burnetii affect reproduction in cattle? A clinical update.,/pubmed/24888579,"Garcia-Ispierto I, Tutusaus J, López-Gatius F.",Reprod Domest Anim. 2014 Aug;49(4):529-35. doi: 10.1111/rda.12333. Epub 2014 May 30. Review.,Reprod Domest Anim.  2014,PubMed,citation,PMID:24888579,pubmed,24888579,create date:2014/06/04 | first author:Garcia-Ispierto I
Continuing challenges in influenza.,/pubmed/24891213,"Webster RG, Govorkova EA.",Ann N Y Acad Sci. 2014 Sep;1323:115-39. doi: 10.1111/nyas.12462. Epub 2014 May 30. Review.,Ann N Y Acad Sci.  2014,PubMed,citation,PMID:24891213 | PMCID:PMC4159436,pubmed,24891213,create date:2014/06/04 | first author:Webster RG
Neglected zoonotic diseases-the long and winding road to advocacy.,/pubmed/24901769,"Mableson HE, Okello A, Picozzi K, Welburn SC.",PLoS Negl Trop Dis. 2014 Jun 5;8(6):e2800. doi: 10.1371/journal.pntd.0002800. eCollection 2014 Jun. Review.,PLoS Negl Trop Dis.  2014,PubMed,citation,PMID:24901769 | PMCID:PMC4046968,pubmed,24901769,create date:2014/06/06 | first author:Mableson HE
Emerging zoonotic and vector-borne diseases pose challenges for the 21st century.,/pubmed/24902390,Learner M.,J S C Med Assoc. 2013 Jun;109(2):45-7. Review. No abstract available. ,J S C Med Assoc.  2013,PubMed,citation,PMID:24902390,pubmed,24902390,create date:2014/06/07 | first author:Learner M
Randomized controlled trials and challenge trials: design and criterion for validity.,/pubmed/24905993,"Sargeant JM, Kelton DF, O'Connor AM.",Zoonoses Public Health. 2014 Jun;61 Suppl 1:18-27. doi: 10.1111/zph.12126. Review.,Zoonoses Public Health.  2014,PubMed,citation,PMID:24905993,pubmed,24905993,create date:2014/06/07 | first author:Sargeant JM
Epidemiology and management of Buruli ulcer.,/pubmed/24918117,"Huang GK, Johnson PD.",Expert Rev Anti Infect Ther. 2014 Jul;12(7):855-65. doi: 10.1586/14787210.2014.910113. Review.,Expert Rev Anti Infect Ther.  2014,PubMed,citation,PMID:24918117,pubmed,24918117,create date:2014/06/12 | first author:Huang GK
Viral metagenomics on animals as a tool for the detection of zoonoses prior to human infection?,/pubmed/24918293,"Temmam S, Davoust B, Berenger JM, Raoult D, Desnues C.",Int J Mol Sci. 2014 Jun 10;15(6):10377-97. doi: 10.3390/ijms150610377. Review.,Int J Mol Sci.  2014,PubMed,citation,PMID:24918293 | PMCID:PMC4100157,pubmed,24918293,create date:2014/06/12 | first author:Temmam S
The role of platelets in the pathogenesis of viral hemorrhagic fevers.,/pubmed/24921924,"Zapata JC, Cox D, Salvato MS.",PLoS Negl Trop Dis. 2014 Jun 12;8(6):e2858. doi: 10.1371/journal.pntd.0002858. eCollection 2014 Jun. Review.,PLoS Negl Trop Dis.  2014,PubMed,citation,PMID:24921924 | PMCID:PMC4055450,pubmed,24921924,create date:2014/06/13 | first author:Zapata JC
"Preparation, quality criteria, and properties of human blood platelet lysate supplements for ex vivo stem cell expansion.",/pubmed/24929129,"Shih DT, Burnouf T.",N Biotechnol. 2015 Jan 25;32(1):199-211. doi: 10.1016/j.nbt.2014.06.001. Epub 2014 Jun 11. Review.,N Biotechnol.  2015,PubMed,citation,PMID:24929129,pubmed,24929129,create date:2014/06/15 | first author:Shih DT
Bartonellosis: one health perspectives for an emerging infectious disease.,/pubmed/24936029,Breitschwerdt EB.,ILAR J. 2014;55(1):46-58. doi: 10.1093/ilar/ilu015. Review.,ILAR J.  2014,PubMed,citation,PMID:24936029,pubmed,24936029,create date:2014/06/18 | first author:Breitschwerdt EB
Canine rabies in Australia: a review of preparedness and research needs.,/pubmed/24934203,"Sparkes J, Fleming PJ, Ballard G, Scott-Orr H, Durr S, Ward MP.",Zoonoses Public Health. 2015 Jun;62(4):237-53. doi: 10.1111/zph.12142. Epub 2014 Jun 16. Review.,Zoonoses Public Health.  2015,PubMed,citation,PMID:24934203,pubmed,24934203,create date:2014/06/18 | first author:Sparkes J
Naturally occurring animal models of human hepatitis E virus infection.,/pubmed/24936039,"Yugo DM, Cossaboom CM, Meng XJ.",ILAR J. 2014;55(1):187-99. doi: 10.1093/ilar/ilu007. Review.,ILAR J.  2014,PubMed,citation,PMID:24936039 | PMCID:PMC4158347,pubmed,24936039,create date:2014/06/18 | first author:Yugo DM
What is the importance of zoonotic trichomonads for human health?,/pubmed/24951156,"Maritz JM, Land KM, Carlton JM, Hirt RP.",Trends Parasitol. 2014 Jul;30(7):333-41. doi: 10.1016/j.pt.2014.05.005. Epub 2014 Jun 18. Review.,Trends Parasitol.  2014,PubMed,citation,PMID:24951156,pubmed,24951156,create date:2014/06/22 | first author:Maritz JM
Toxoplasmosis as a travel risk.,/pubmed/24951321,"Sepúlveda-Arias JC, Gómez-Marin JE, Bobić B, Naranjo-Galvis CA, Djurković-Djaković O.",Travel Med Infect Dis. 2014 Nov-Dec;12(6 Pt A):592-601. doi: 10.1016/j.tmaid.2014.05.007. Epub 2014 Jun 7. Review.,Travel Med Infect Dis.  2014,PubMed,citation,PMID:24951321,pubmed,24951321,create date:2014/06/22 | first author:Sepúlveda-Arias JC
"Infectious prion diseases in humans: cannibalism, iatrogenicity and zoonoses.",/pubmed/24956437,"Haïk S, Brandel JP.",Infect Genet Evol. 2014 Aug;26:303-12. doi: 10.1016/j.meegid.2014.06.010. Epub 2014 Jun 20. Review.,Infect Genet Evol.  2014,PubMed,citation,PMID:24956437,pubmed,24956437,create date:2014/06/24 | first author:Haïk S
Unusual localization and presentation of non-visceral hydatid cysts: review article.,/pubmed/24961018,"Khalifa RM, Othman RA.",J Egypt Soc Parasitol. 2014 Apr;44(1):131-40. Review.,J Egypt Soc Parasitol.  2014,PubMed,citation,PMID:24961018,pubmed,24961018,create date:2014/06/26 | first author:Khalifa RM
Mycobacterium avium subspecies paratuberculosis causes Crohn's disease in some inflammatory bowel disease patients.,/pubmed/24966610,"Naser SA, Sagramsingh SR, Naser AS, Thanigachalam S.",World J Gastroenterol. 2014 Jun 21;20(23):7403-15. doi: 10.3748/wjg.v20.i23.7403. Review.,World J Gastroenterol.  2014,PubMed,citation,PMID:24966610 | PMCID:PMC4064085,pubmed,24966610,create date:2014/06/27 | first author:Naser SA
Hepatitis B virus lineages in mammalian hosts: potential for bidirectional cross-species transmission.,/pubmed/24976704,"Bonvicino CR, Moreira MA, Soares MA.",World J Gastroenterol. 2014 Jun 28;20(24):7665-74. doi: 10.3748/wjg.v20.i24.7665. Review.,World J Gastroenterol.  2014,PubMed,citation,PMID:24976704 | PMCID:PMC4069295,pubmed,24976704,create date:2014/07/01 | first author:Bonvicino CR
Review: Laboratory diagnosis and surveillance of Creutzfeldt-Jakob disease.,/pubmed/24978677,"Lee J, Hyeon JW, Kim SY, Hwang KJ, Ju YR, Ryou C.",J Med Virol. 2015 Jan;87(1):175-86. doi: 10.1002/jmv.24004. Epub 2014 Jun 30. Review.,J Med Virol.  2015,PubMed,citation,PMID:24978677,pubmed,24978677,create date:2014/07/01 | first author:Lee J
Advancement of knowledge of Brucella over the past 50 years.,/pubmed/24981716,"Olsen SC, Palmer MV.",Vet Pathol. 2014 Nov;51(6):1076-89. doi: 10.1177/0300985814540545. Epub 2014 Jun 30. Review.,Vet Pathol.  2014,PubMed,citation,PMID:24981716,pubmed,24981716,create date:2014/07/02 | first author:Olsen SC
"Role of India's wildlife in the emergence and re-emergence of zoonotic pathogens, risk factors and public health implications.",/pubmed/24983511,"Singh BB, Gajadhar AA.",Acta Trop. 2014 Oct;138:67-77. doi: 10.1016/j.actatropica.2014.06.009. Epub 2014 Jun 28. Review.,Acta Trop.  2014,PubMed,citation,PMID:24983511,pubmed,24983511,create date:2014/07/02 | first author:Singh BB
Bark in the park: a review of domestic dogs in parks.,/pubmed/24981273,"Weston MA, Fitzsimons JA, Wescott G, Miller KK, Ekanayake KB, Schneider T.",Environ Manage. 2014 Sep;54(3):373-82. doi: 10.1007/s00267-014-0311-1. Epub 2014 Jul 1. Review.,Environ Manage.  2014,PubMed,citation,PMID:24981273,pubmed,24981273,create date:2014/07/02 | first author:Weston MA
Challenges of infectious diseases in the USA.,/pubmed/24996590,"Khabbaz RF, Moseley RR, Steiner RJ, Levitt AM, Bell BP.",Lancet. 2014 Jul 5;384(9937):53-63. doi: 10.1016/S0140-6736(14)60890-4. Epub 2014 Jul 1. Review.,Lancet.  2014,PubMed,citation,PMID:24996590,pubmed,24996590,create date:2014/07/06 | first author:Khabbaz RF
Pathogenesis of leptospirosis: cellular and molecular aspects.,/pubmed/24999234,Adler B.,Vet Microbiol. 2014 Aug 27;172(3-4):353-8. doi: 10.1016/j.vetmic.2014.06.015. Epub 2014 Jun 22. Review.,Vet Microbiol.  2014,PubMed,citation,PMID:24999234,pubmed,24999234,create date:2014/07/08 | first author:Adler B
